20000	0.0001755	0.000189163	0.0200633
30000	0.000745	0.00034984	0.0400765
40000	0.0017635	0.000417657	0.0638188
50000	0.0034454	0.000655407	0.0899611
60000	0.006207	0.000748317	0.117574
70000	0.00981943	0.000715343	0.145998
80000	0.0144116	0.000927008	0.174764
90000   0.0199341       0.000983812     0.203533
100000	0.0265248	0.00103051	0.232066
