100	0.00035	0	0.0158975
150	0.00074	0	0.0293352
200	0.00205	0	0.0440333
250	0.003476	0	0.0593793
300	0.00603333	0	0.0750331
350	0.00894571	0	0.0907858
400	0.013395	0	0.106501
450	0.0166222	0	0.122088
500	0.021758	0	0.137485
550	0.0274873	0	0.15265
600	0.0335883	0	0.167554
650	0.0391323	0	0.18218
700	0.04577	0	0.196517
750	0.0517627	0	0.21056
800	0.06054	0	0.224306
850	0.0669753	0	0.237758
900	0.07492	0	0.250919
950	0.0827863	0	0.263793
1000	0.090885	0	0.276386
